Lithology,Tops,Score,Porosity
sandstone,5804.1,400.0,0.21348478
sandstone,5806.6,400.0,0.20876863
sandstone,5809.1,400.0,0.205250066
sandstone,5811.6,400.0,0.201457846
sandstone,5814.1,400.0,0.199823121
sandstone,5816.6,400.0,0.195699767
sandstone,5819.1,400.0,0.192046842
sandstone,5821.6,400.0,0.195343362
sandstone,5824.1,400.0,0.204176864
sandstone,5826.6,400.0,0.219146296
sandstone,5829.1,400.0,0.236544299
sandstone,5831.6,400.0,0.24926165
sandstone,5834.1,400.0,0.241323196
sandstone,5836.6,400.0,0.219096429
sandstone,5839.1,400.0,0.199020634
sandstone,5841.6,400.0,0.184206007
sandstone,5844.1,400.0,0.176536375
sandstone,5846.6,400.0,0.171236053
sandstone,5849.1,400.0,0.172439605
sandstone,5851.6,400.0,0.172824323
sandstone,5854.1,400.0,0.176566331
sandstone,5856.6,400.0,0.176756211
sandstone,5859.1,400.0,0.172383706
sandstone,5861.6,400.0,0.17199
sandstone,5864.1,400.0,0.186256266
sandstone,5866.6,400.0,0.192999349
sandstone,5869.1,400.0,0.199687779
sandstone,5871.6,400.0,0.208129617
sandstone,5874.1,400.0,0.228800147
sandstone,5876.6,400.0,0.246066113
sandstone,5879.1,400.0,0.25812089
sandstone,5881.6,400.0,0.266886861
sandstone,5884.1,400.0,0.264745744
sandstone,5886.6,400.0,0.259477913
sandstone,5889.1,400.0,0.24614996
sandstone,5891.6,400.0,0.232353389
sandstone,5894.1,400.0,0.218036041
sandstone,5896.6,400.0,0.216592944
sandstone,5899.1,400.0,0.199768277
sandstone,5901.6,400.0,0.18969452
sandstone,5904.1,400.0,0.18881219900000001
sandstone,5906.6,400.0,0.192770241
sandstone,5909.1,400.0,0.216415559
sandstone,5911.6,400.0,0.224731588
sandstone,5914.1,400.0,0.243226825
sandstone,5916.6,400.0,0.24312723
sandstone,5919.1,400.0,0.228546831
sandstone,5921.6,400.0,0.210493164
sandstone,5924.1,400.0,0.195743917
sandstone,5926.6,400.0,0.17984159
sandstone,5929.1,400.0,0.172970335
sandstone,5931.6,400.0,0.172881135
sandstone,5934.1,400.0,0.182025355
sandstone,5936.6,400.0,0.199665224
sandstone,5939.1,400.0,0.218561538
sandstone,5941.6,400.0,0.220090707
sandstone,5944.1,400.0,0.242742763
sandstone,5946.6,400.0,0.251656693
sandstone,5949.1,400.0,0.257284886
sandstone,5951.6,400.0,0.260153751
sandstone,5954.1,400.0,0.258544724
sandstone,5956.6,400.0,0.258189384
sandstone,5959.1,400.0,0.255615767
sandstone,5961.6,400.0,0.254795289
sandstone,5964.1,400.0,0.252534275
sandstone,5966.6,400.0,0.248032847
sandstone,5969.1,400.0,0.241585273
sandstone,5971.6,400.0,0.218810886
sandstone,5974.1,400.0,0.210951519
sandstone,5976.6,400.0,0.19574785
sandstone,5979.1,400.0,0.187437352
sandstone,5981.6,400.0,0.194128265
sandstone,5984.1,400.0,0.199384112
sandstone,5986.6,400.0,0.207993924
sandstone,5989.1,400.0,0.213280117
sandstone,5991.6,400.0,0.208541909
sandstone,5994.1,400.0,0.190744241
sandstone,5996.6,400.0,0.179714108
sandstone,5999.1,400.0,0.166675955
sandstone,6001.6,400.0,0.159963294
sandstone,6004.1,400.0,0.164735482
sandstone,6006.6,400.0,0.194324726
sandstone,6009.1,400.0,0.251379526
sandstone,6011.6,400.0,0.296917132
sandstone,6014.1,400.0,0.337376619
sandstone,6016.6,400.0,0.35338893
sandstone,6019.1,400.0,0.364204021
sandstone,6021.6,400.0,0.360393573
sandstone,6024.1,400.0,0.363765457
sandstone,6026.6,400.0,0.386934669
sandstone,6029.1,400.0,0.391675973
sandstone,6031.6,400.0,0.387904006
sandstone,6034.1,400.0,0.350698573
sandstone,6036.6,400.0,0.34664013
sandstone,6039.1,400.0,0.317026461
sandstone,6041.6,400.0,0.322843097
sandstone,6044.1,400.0,0.346030365
sandstone,6046.6,400.0,0.354497068
sandstone,6049.1,400.0,0.363215956
sandstone,6051.6,400.0,0.354600114
sandstone,6054.1,400.0,0.334412288
sandstone,6056.6,400.0,0.32429776
sandstone,6059.1,400.0,0.323202758
sandstone,6061.6,400.0,0.323087307
sandstone,6064.1,400.0,0.332659674
sandstone,6066.6,400.0,0.356564054
sandstone,6069.1,400.0,0.363668064
sandstone,6071.6,400.0,0.376835073
sandstone,6074.1,400.0,0.386837835
sandstone,6076.6,400.0,0.393191263
sandstone,6079.1,400.0,0.369315
sandstone,6081.6,400.0,0.354407352
sandstone,6084.1,400.0,0.351805098
sandstone,6086.6,400.0,0.333191545
sandstone,6089.1,400.0,0.333469575
sandstone,6091.6,400.0,0.338960065
sandstone,6094.1,400.0,0.323652416
sandstone,6096.6,400.0,0.315400104
sandstone,6099.1,400.0,0.2915
